UF,Municipio,Regiao,Media_PIB
MG,Soledade de Minas,Sudeste,0.05750
MG,São Bento Abade,Sudeste,0.06375
MG,São Brás do Suaçuí,Sudeste,0.06250
MG,São Domingos das Dores,Sudeste,0.06750
MG,São Domingos do Prata,Sudeste,0.23125
MG,São Francisco,Sudeste,0.47375
MG,São Francisco de Paula,Sudeste,0.09125
MG,São Francisco de Sales,Sudeste,0.13500
MG,São Francisco do Glória,Sudeste,0.05250
MG,São Félix de Minas,Sudeste,0.03625
MG,São Geraldo,Sudeste,0.17875
MG,São Geraldo da Piedade,Sudeste,0.03875
MG,São Geraldo do Baixio,Sudeste,0.03875
MG,São Gonçalo do Abaeté,Sudeste,0.20625
MG,São Gonçalo do Pará,Sudeste,0.20125
MG,São Gonçalo do Rio Preto,Sudeste,0.03125
MG,São Gonçalo do Sapucaí,Sudeste,0.61125
MG,São Gotardo,Sudeste,0.74750
MG,São Joaquim de Bicas,Sudeste,0.58375
MG,São José da Barra,Sudeste,0.55625
MG,São José da Lapa,Sudeste,0.48500
MG,São José da Safira,Sudeste,0.03875
MG,São José da Varginha,Sudeste,0.08625
MG,São José do Alegre,Sudeste,0.04250
MG,São José do Divino,Sudeste,0.03750
MG,São José do Goiabal,Sudeste,0.05125
MG,São José do Jacuri,Sudeste,0.06625
MG,São José do Mantimento,Sudeste,0.03000
MG,São João Batista do Glória,Sudeste,0.14125
MG,São João Evangelista,Sudeste,0.17500
MG,São João Nepomuceno,Sudeste,0.38250
MG,São João da Lagoa,Sudeste,0.04250
MG,São João da Mata,Sudeste,0.04000
MG,São João da Ponte,Sudeste,0.19625
MG,São João das Missões,Sudeste,0.07125
MG,São João do Manhuaçu,Sudeste,0.14000
MG,São João do Manteninha,Sudeste,0.06000
MG,São João do Oriente,Sudeste,0.07875
MG,São João do Pacuí,Sudeste,0.03375
MG,São Miguel do Anta,Sudeste,0.07125
MG,São Pedro da União,Sudeste,0.08750
MG,São Pedro do Suaçuí,Sudeste,0.06000
MG,São Pedro dos Ferros,Sudeste,0.10875
MG,São Romão,Sudeste,0.14000
MG,São Roque de Minas,Sudeste,0.18875
MG,São Sebastião da Bela Vista,Sudeste,0.27500
MG,São Sebastião da Vargem Alegre,Sudeste,0.04875
MG,São Sebastião do Anta,Sudeste,0.05875
MG,São Sebastião do Maranhão,Sudeste,0.07125
MG,São Sebastião do Oeste,Sudeste,0.37125
MG,São Sebastião do Rio Preto,Sudeste,0.02000
MG,São Sebastião do Rio Verde,Sudeste,0.02500
MG,São Tiago,Sudeste,0.15750
MG,São Tomás de Aquino,Sudeste,0.12750
MG,São Vicente de Minas,Sudeste,0.14750
MG,Tabuleiro,Sudeste,0.05000
MG,Taiobeiras,Sudeste,0.41750
MG,Taparuba,Sudeste,0.03375
MG,Tapira,Sudeste,0.54000
MG,Tapiraí,Sudeste,0.04125
MG,Taquaraçu de Minas,Sudeste,0.05000
MG,Tarumirim,Sudeste,0.13750
MG,Teixeiras,Sudeste,0.12500
MG,Tiradentes,Sudeste,0.14500
MG,Tiros,Sudeste,0.18750
MG,Tocantins,Sudeste,0.26750
MG,Tocos do Moji,Sudeste,0.05000
MG,Toledo,Sudeste,0.06625
MG,Tombos,Sudeste,0.09750
MG,Tumiritinga,Sudeste,0.05375
MG,Tupaciguara,Sudeste,0.62250
MG,Turmalina,Sudeste,0.30875
MG,Turvolândia,Sudeste,0.09500
MG,Ubaporanga,Sudeste,0.11625
MG,Ubaí,Sudeste,0.08875
MG,Umburatiba,Sudeste,0.03625
MG,União de Minas,Sudeste,0.11375
MG,Uruana de Minas,Sudeste,0.05000
MG,Urucuia,Sudeste,0.12000
MG,Urucânia,Sudeste,0.17750
MG,Vargem Alegre,Sudeste,0.05625
MG,Vargem Bonita,Sudeste,0.04250
MG,Vargem Grande do Rio Pardo,Sudeste,0.04375
MG,Varjão de Minas,Sudeste,0.16500
MG,Varzelândia,Sudeste,0.14875
MG,Vazante,Sudeste,0.65875
MG,Verdelândia,Sudeste,0.08000
MG,Veredinha,Sudeste,0.08125
MG,Vermelho Novo,Sudeste,0.04375
MG,Veríssimo,Sudeste,0.11250
MG,Vieiras,Sudeste,0.04000
MG,Virgem da Lapa,Sudeste,0.10625
MG,Virginópolis,Sudeste,0.14000
MG,Virgolândia,Sudeste,0.04750
MG,Virgínia,Sudeste,0.12250
MG,Volta Grande,Sudeste,0.07750
MG,Várzea da Palma,Sudeste,0.69000
MG,Wenceslau Braz,Sudeste,0.02500
MG,Água Boa,Sudeste,0.13250
MG,Água Comprida,Sudeste,0.12625
MG,Águas Formosas,Sudeste,0.21750
MG,Águas Vermelhas,Sudeste,0.18875
